"Date","RH2M","T2M","TS","T2M_MAX","T2M_MIN"
1990-08-18,71.94,20.24,20.94,26.62,13.4
1990-08-19,69.69,21.24,22.26,26.58,15.89
1990-08-20,66.62,19.01,20.25,25.19,13.52
1990-08-21,70.81,18.71,20.05,26,12.21
1990-08-22,67.56,20.45,22.05,28.23,13.02
1990-08-23,56.31,22.62,23.3,30.36,15.44
1990-08-24,51.69,23.03,23.91,31.91,15.66
1990-08-25,70,21.3,22.33,27.72,15.8
1990-08-26,67.62,21.14,22.87,27.8,14.59
1990-08-27,62.06,21.81,23.14,28.98,14.88
1990-08-28,55.81,22.57,23.52,30.08,15.29
1990-08-29,58,22.26,22.52,31.64,16.2
1990-08-30,59.56,17.93,19.1,23.32,12.71
1990-08-31,66.62,16.26,17.33,21.62,10.08
1990-09-01,64.06,18.78,19.38,24.83,13.06
1990-09-02,46.81,20.62,20.65,27.44,12.95
1990-09-03,52.44,21.56,21.97,29.12,15.58
1990-09-04,63.5,17.16,18.15,21.97,12.62
1990-09-05,65,17.06,18.23,23.49,11.92
1990-09-06,68.19,16.53,17.4,22.13,11.78
1990-09-07,70,14.77,15.62,20.23,10.54
1990-09-08,68.81,16.25,17.11,21.48,10.92
1990-09-09,58.06,16.76,17.43,23.72,10.4
1990-09-10,57.56,17.33,17.95,25.44,9.92
1990-09-11,64.25,17.61,18.33,25.43,10.65
1990-09-12,58.31,17.48,18.1,24.53,10.88
1990-09-13,53.75,18.88,19.28,27.36,11.12
1990-09-14,48.25,18.69,18.76,25.78,12.5
1990-09-15,52.31,18.99,19.5,26.01,12.93
1990-09-16,52.88,17.8,18.7,24.69,12.41
1990-09-17,62.38,16.9,17.62,23.82,10.07
1990-09-18,62.19,16.52,17.34,23.33,10.07
1990-09-19,74.69,15.17,15.37,21.23,9.94
1990-09-20,64.75,14.91,15.74,21.1,8.46
1990-09-21,72.69,17.88,18.51,22.94,14.07
1990-09-22,70.75,17.71,17.98,21.46,12.88
1990-09-23,74.25,13.65,13.73,18.17,9.94
1990-09-24,73.62,12.87,13.15,18.17,8.38
1990-09-25,67.38,13.55,14.08,19.59,7.69
1990-09-26,61.88,15.07,15.51,21.19,9.7
1990-09-27,61.75,13.08,13.61,20.67,6.64
1990-09-28,47.12,13.78,13.8,21.79,5.76
1990-09-29,71.56,16.19,16.04,21.08,11.39
1990-09-30,86.25,17.67,17.67,23.28,13.92
1990-10-01,76.06,17.08,17.75,22.12,13.05
1990-10-02,80.06,14.98,15.12,20.39,9.69
1990-10-03,87.12,13.86,13.43,17.23,7.97
1990-10-04,72.88,11.98,12.12,18.89,6.48
1990-10-05,74.31,13.74,13.78,21.22,6.83
1990-10-06,81.19,14.56,14.64,20.38,9.51
1990-10-07,75.12,12.01,12.14,16.99,8.33
1990-10-08,69.88,9.72,10.05,15.63,5.19
1990-10-09,70.31,9.72,9.76,17.26,3.23
1990-10-10,67.5,11.88,10.65,18.8,5.69
1990-10-11,59.88,13.6,12.7,22.7,4.94
1990-10-12,79.81,17.19,17.12,24.87,11.89
1990-10-13,75.88,17.67,17.59,25.25,12.38
1990-10-14,82.88,16.56,16.32,19.4,14.09
1990-10-15,71.69,17.81,17.72,22.09,14.32
1990-10-16,72.25,15.12,14.93,20.99,10.61
1990-10-17,77,15.62,15.59,20.75,11.61
1990-10-18,86.44,14.41,14.27,19.05,10.87
1990-10-19,88.56,13.02,12.45,16.02,10.35
1990-10-20,81.75,12.83,12.4,18.5,9.04
1990-10-21,82.06,12.64,12.26,18.16,9.02
1990-10-22,78.44,14.33,14.23,20.48,9.23
1990-10-23,78.81,15.03,15.06,19.64,11.96
1990-10-24,87.5,12.94,12.62,15.45,9.71
1990-10-25,89.88,12.75,12.42,16.95,9.16
1990-10-26,82.88,10.95,10.66,13.85,9.08
1990-10-27,84,12.06,11.85,14.6,10.45
1990-10-28,91.25,12.89,12.55,14.84,9.01
1990-10-29,92.38,10.55,10.19,14.69,7.98
1990-10-30,86.06,9.45,9.2,13.51,6.07
1990-10-31,84.12,10.64,10.34,15.15,7.08
1990-11-01,88.38,8.89,8.76,12.51,6.98
1990-11-02,90.69,7.45,7.15,9.98,5.37
1990-11-03,84.56,6.87,6.55,11.17,3.98
1990-11-04,83.5,6.85,6.53,10.41,4.82
1990-11-05,86.56,6.4,5.95,11.15,2.68
1990-11-06,76.88,4.73,4.62,10.16,1.29
1990-11-07,71.69,3.58,3.4,10.53,-0.74
1990-11-08,78.62,5.41,5.22,10.36,0.09
1990-11-09,93.81,11.55,11.41,17.95,7.32
1990-11-10,92.25,12.46,12.12,15.76,8.48
1990-11-11,90.31,10.9,10.55,14.7,7.48
1990-11-12,95.81,13.13,12.76,16.24,10.03
1990-11-13,92.69,12.58,12.18,16.89,9.62
1990-11-14,85.94,12.01,11.69,15.94,9.48
1990-11-15,85.19,11.66,11.49,14.45,7.39
1990-11-16,92.56,13.05,12.74,17.5,10.45
1990-11-17,89.31,13.16,12.9,16.59,10.66
1990-11-18,86.81,10.6,10.3,13.59,8.44
1990-11-19,94.88,9.84,9.56,11.8,8.61
1990-11-20,91.12,8.5,8.05,11.08,3.4
1990-11-21,87.81,5.01,4.8,9.58,2.73
1990-11-22,92.12,3.69,3.06,7.4,0.75
1990-11-23,88.38,4.94,4.29,8.09,1.62
1990-11-24,92.81,5.17,4.73,7.92,3.26
1990-11-25,89.5,4.73,4.36,8.74,2.73
1990-11-26,95.19,4.4,4.1,7.29,1.31
1990-11-27,92.12,5.48,5.14,8.76,2.94
1990-11-28,90.69,3.45,3.43,7.73,-0.76
1990-11-29,88.25,2.01,1.39,7.3,-1.6
1990-11-30,88.88,5.69,5.25,9.15,3.13
1990-12-01,71.5,2.21,1.55,6.25,-1.94
1990-12-02,82.25,1.4,0.36,7.99,-1.91
1990-12-03,88.81,1.71,0.71,7.69,-1.99
1990-12-04,90.38,3.78,3.11,9.15,-0.47
1990-12-05,87.31,3.67,3.15,8.88,0.64
1990-12-06,85.31,0.74,0.45,6.21,-3.53
1990-12-07,89.12,-0.2,-0.41,5.05,-4.91
1990-12-08,90.75,1.48,0.89,5.57,-1.9
1990-12-09,90.25,-0.42,-0.78,4.12,-2.66
1990-12-10,92.62,3.19,2.62,5.98,-1.22
1990-12-11,82.25,5.32,4.95,7.73,2.71
1990-12-12,80.19,6.99,6.49,9.5,1.38
1990-12-13,82.75,3.32,2.87,6.33,0.44
1990-12-14,92.12,1.47,1.28,5.58,-1.2
1990-12-15,91.44,1.09,0.94,5.72,-2.5
1990-12-16,87.38,0.61,0.43,3.79,-4.17
1990-12-17,83.44,-1.63,-1.91,2.18,-4.17
1990-12-18,82.56,-1.42,-1.9,2.06,-3.22
1990-12-19,86.5,0,-1.16,4.31,-1.95
1990-12-20,95.12,2.58,1.63,6.24,-1.52
1990-12-21,96.38,7.84,7.26,9.81,5.12
1990-12-22,94.25,6.8,6.25,9.41,3.12
1990-12-23,94.31,5.44,5.29,7.98,2.51
1990-12-24,92.5,7.28,6.66,11.04,3.69
1990-12-25,87.25,7.22,6.57,11.11,2.93
1990-12-26,91.19,8.32,7.72,12.43,3.15
1990-12-27,85.94,5.9,5.29,10.13,2.65
1990-12-28,91.25,8.64,8.15,11.38,3.27
1990-12-29,92.31,11.36,10.79,13.02,8.61
1990-12-30,91.19,7.82,7.23,10.19,5.73
1990-12-31,93.88,7.2,6.76,10.8,3.87
1991-01-01,89.19,7.52,7.33,10.23,3.88
1991-01-02,91.62,11.8,11.44,12.94,10.36
1991-01-03,93.38,10,9.57,11.65,7.39
1991-01-04,86.88,5.78,5.37,8.23,4.15
1991-01-05,87.38,8.37,7.82,11.37,6.62
1991-01-06,92.69,7.63,7.18,9.79,5.45
1991-01-07,87.19,8.24,7.79,10.41,5.69
1991-01-08,89.25,9.36,8.9,11.44,6.15
1991-01-09,91.62,10.05,9.69,12.37,7.65
1991-01-10,90.88,10.76,10.36,13.69,8.52
1991-01-11,84,8.74,8.19,11.36,6.59
1991-01-12,88.56,6.15,5.73,9.65,3.83
1991-01-13,86.38,2.76,2.42,6.7,-2.04
1991-01-14,80.81,0.23,0.05,4.65,-2.1
1991-01-15,92.62,-0.48,-0.58,3.15,-2.36
1991-01-16,86.81,1.76,1.63,6.58,-2.17
1991-01-17,97.06,5.63,5.02,8.23,3.92
1991-01-18,91.06,6.65,6.51,9.66,3.45
1991-01-19,88.88,5.44,4.52,9.11,1.73
1991-01-20,84,4.4,3.01,9.84,0.78
1991-01-21,94.88,5.5,5.18,9.37,1.79
1991-01-22,85.19,3.55,3.15,7.31,-0.84
1991-01-23,88.44,0.9,0.83,5.94,-1.46
1991-01-24,87.19,-0.77,-1.02,4.08,-4.94
1991-01-25,87.88,-2.57,-2.64,2.17,-5.1
1991-01-26,88.69,-0.81,-1.42,3.73,-4.35
1991-01-27,86.44,-1.6,-1.72,2.75,-3.98
1991-01-28,82.44,-1.89,-1.61,1.16,-3.46
1991-01-29,75.56,-1.19,-1.56,2.51,-3.6
1991-01-30,93.81,-0.76,-1.6,3.26,-4.46
1991-01-31,97.75,0.36,-0.05,3.55,-1.14
1991-02-01,87.06,1.04,0.86,5.33,-1.03
1991-02-02,83,-0.61,-0.61,4.37,-3.2
1991-02-03,87.88,0.12,0.23,4.01,-1.85
1991-02-04,82.06,-0.04,-0.09,4.63,-2.77
1991-02-05,80.25,-1.29,-1.43,4.76,-3.81
1991-02-06,73.12,-2.95,-2.85,1.9,-7.02
1991-02-07,73.19,-8.06,-7.97,-3.84,-11.77
1991-02-08,81.56,-4.07,-4.18,-0.1,-8.94
1991-02-09,84.69,-3.1,-3.77,0.33,-5.74
1991-02-10,88.56,-1.63,-2.05,0.65,-4.81
1991-02-11,89,-0.44,-0.95,3.57,-2.94
1991-02-12,88.5,0.62,0.05,5.78,-4.03
1991-02-13,89.38,0.5,0.13,4.33,-3.24
1991-02-14,83.44,0.01,-0.6,4.4,-3.22
1991-02-15,95.56,5.1,4.34,7.79,1.12
1991-02-16,96.44,6.33,6.04,10.16,1.63
1991-02-17,84.31,1.73,1.63,7.58,-3.2
1991-02-18,85.56,0.93,1.09,7.39,-3.24
1991-02-19,87.56,4.34,2.78,12.11,-2.09
1991-02-20,92.31,3.91,4.23,10.14,0.37
1991-02-21,92.25,6.55,6.22,10.71,3.45
1991-02-22,88.31,7.73,7.32,10.69,3.67
1991-02-23,84.62,9.69,9.46,13.89,4.55
1991-02-24,85.69,7.83,7.71,15.29,2.87
1991-02-25,86.69,8.69,8.39,15.83,4.75
1991-02-26,88.75,8.22,8.26,15.5,3.64
1991-02-27,92.31,6.49,6.29,9.87,1.62
1991-02-28,87.75,4.24,4.08,8.21,1.06
1991-03-01,81.69,5.42,5.64,11.99,1.44
1991-03-02,91.19,5.2,5.01,10.24,1.67
1991-03-03,79.06,6.87,6.91,11.45,3.18
1991-03-04,84.38,9.79,9.69,16.05,5.83
1991-03-05,90.94,10.67,10.35,15.23,8.52
1991-03-06,92.88,10.07,9.65,13.57,5.86
1991-03-07,86.44,10.9,10.87,16.86,5.26
1991-03-08,82.75,10.04,9.86,14.51,7.36
1991-03-09,84.88,10.05,10.18,14.68,6.81
1991-03-10,88.25,10.41,10.44,14.15,7.4
1991-03-11,87.75,11.48,11.75,16.1,7.55
1991-03-12,78,12.98,12.88,18.19,9.13
1991-03-13,78.75,12.06,11.95,19.3,6.46
1991-03-14,85.38,11.1,11.12,16.55,6.19
1991-03-15,88.38,10.01,10.06,12.78,7.53
1991-03-16,89.31,10.23,10.01,12.87,8.06
1991-03-17,83.31,10.01,10.12,13.57,7.1
1991-03-18,87.38,9.16,9.26,12.91,4.82
1991-03-19,90.25,12.88,12.79,16.99,9.8
1991-03-20,91.56,12.39,12.38,16.64,9.65
1991-03-21,89,9.01,8.69,11.27,5.83
1991-03-22,86.88,6.5,6.04,10.47,2.23
1991-03-23,81.12,5.28,5.52,9.05,2.36
1991-03-24,74.94,6.96,7.26,12.27,2.84
1991-03-25,73.06,7.78,8.08,13.63,3.33
1991-03-26,83,8.82,8.88,14.42,4.08
1991-03-27,78.38,9.38,9.9,14.91,5.07
1991-03-28,71.56,8.85,9.1,15.8,2.98
1991-03-29,65,7.37,7.75,13.05,2.57
1991-03-30,69.5,6.58,7.05,14.26,-0.15
1991-03-31,75.06,8.01,8.49,15.9,0.42
1991-04-01,79.06,9.75,10.68,17.01,4.84
1991-04-02,81.75,9.99,10.37,14.28,7.11
1991-04-03,77.62,8.21,8.43,11.41,5.07
1991-04-04,85.06,7.98,7.8,12.51,5.23
1991-04-05,73.19,7.65,7.62,11.02,3.13
1991-04-06,83.69,7.53,7.78,12.6,1.95
1991-04-07,79.75,10.19,10.45,15.12,6.48
1991-04-08,79.56,10.61,11.09,16.03,6.44
1991-04-09,74.12,11.06,11.34,18.71,4.65
1991-04-10,72.19,12.37,12.37,20.53,4.72
1991-04-11,70.44,12.79,12.86,20.48,5.97
1991-04-12,84.88,11.14,10.99,16.71,5.59
1991-04-13,73.44,14.06,14.37,22.72,7.94
1991-04-14,73.56,11.79,12.08,17.65,6.97
1991-04-15,66.69,13.64,13.86,20.92,7.32
1991-04-16,61.44,12.14,12.46,19.44,5.53
1991-04-17,58,6.66,7.3,11.15,2.55
1991-04-18,69.38,6.58,7.33,10.15,3
1991-04-19,77.69,6.08,6.31,8.58,3.76
1991-04-20,67.88,4.55,5.05,8.87,0.92
1991-04-21,70,5.93,6.44,12.08,-1.41
1991-04-22,73.31,7.58,8.13,13.62,2.48
1991-04-23,67.62,7.92,8.19,13.93,0.94
1991-04-24,68.81,8.52,9.12,13.38,2.15
1991-04-25,86.12,7.15,6.99,9.61,4.06
1991-04-26,72.88,9.13,9.7,15.17,3.38
1991-04-27,73.38,9.55,9.55,14.62,4.31
1991-04-28,70.56,11.05,11.19,17.21,3.12
1991-04-29,83.06,11.05,11.01,15.18,6.01
1991-04-30,86.12,12.39,12.54,15.9,7.74
1991-05-01,78.38,8.03,8.16,10.41,6.06
1991-05-02,65.62,9.26,9.87,13.41,5.98
1991-05-03,68.44,7.8,8.49,11.92,4.04
1991-05-04,77,8.42,8.95,13.39,4.43
1991-05-05,75.38,8.33,8.78,12.4,3.98
1991-05-06,69.94,8.92,9.7,14.22,4.33
1991-05-07,87.69,7.81,7.9,10.47,4.24
1991-05-08,77.62,9.26,9.73,13.85,4.42
1991-05-09,69.88,10.38,11.14,16.25,5.18
1991-05-10,67.5,10.55,11.26,16.64,4.59
1991-05-11,77.5,12.37,13.3,17.63,6.7
1991-05-12,79.88,13.16,13.73,18.34,8.4
1991-05-13,79.62,12.41,13.4,18.76,7.63
1991-05-14,84.38,11.43,11.82,15.95,6.51
1991-05-15,67,10.58,11.59,16.91,3.09
1991-05-16,77.19,11.36,11.97,15.34,7.51
1991-05-17,75.88,11.65,12.57,16.3,6.79
1991-05-18,77.25,12.23,12.92,16.4,7.79
1991-05-19,79.94,13,13.75,17.48,7.46
1991-05-20,74.56,15.31,16.62,21.65,8.75
1991-05-21,74.62,15.82,17.23,23.73,7.59
1991-05-22,71.56,17.64,18.52,25.36,9.62
1991-05-23,66.06,16.68,17.5,23.26,10.15
1991-05-24,65.75,15.01,16,21.76,8.02
1991-05-25,64.88,16.17,17.11,23.32,8.12
1991-05-26,65.19,16.79,17.81,23.54,9.15
1991-05-27,61.12,16.8,17.63,22.23,11.08
1991-05-28,60.75,16.48,17.36,23.61,9.01
1991-05-29,60.06,17.44,18.27,25.3,9.15
1991-05-30,58,18.31,19.09,25.51,10.38
1991-05-31,61.38,18.37,19.43,25.96,10.9
1991-06-01,60.5,15.01,16.43,21.96,8.29
1991-06-02,58.94,13.3,15.01,21.19,6.29
1991-06-03,62.38,13.24,14.76,18.32,8.19
1991-06-04,61.06,12.12,13.19,16.38,6.73
1991-06-05,80,11.4,11.35,14.63,8.26
1991-06-06,79.75,13.97,14.38,19.72,9.22
1991-06-07,77.62,14.73,15.22,19.76,10.62
1991-06-08,77.69,14.59,15.48,20.3,8.83
1991-06-09,71.62,15.57,16.17,19.72,12.26
1991-06-10,70.5,15.05,15.8,19.79,9.57
1991-06-11,73.88,13.82,14.42,18.49,7.23
1991-06-12,70.38,16.34,16.98,21.16,12.59
1991-06-13,71.44,14.91,15.44,18.74,12.04
1991-06-14,64.38,15.94,17.17,22.01,10.75
1991-06-15,75.88,15.28,15.67,19.73,10.32
1991-06-16,70.88,12.8,13.67,17.23,7.72
1991-06-17,72.06,12.39,13.44,17.53,7.16
1991-06-18,70,12.52,13.48,17.52,6.93
1991-06-19,82.5,12.63,12.92,16.95,7.27
1991-06-20,76.81,16.16,16.64,20.33,12.69
1991-06-21,80.94,16.41,16.65,21.71,11.85
1991-06-22,72.94,16.47,17.25,21.65,11.69
1991-06-23,79.56,16.19,16.44,20.79,11.51
1991-06-24,82.38,19.29,20.02,25.05,13.84
1991-06-25,77.88,19.39,20.44,24.8,14.51
1991-06-26,66.44,17.11,18.16,22.85,12.15
1991-06-27,69.75,14.98,15.73,20.13,9.34
1991-06-28,70.25,15.55,16.71,20.87,10.41
1991-06-29,67.38,16.08,17.4,22.91,8.44
1991-06-30,66.44,18.5,19.62,25.58,10.15
1991-07-01,76.19,16.81,17.34,20.32,13.9
1991-07-02,67.56,17.22,18.68,22.78,11.87
1991-07-03,68.38,18.27,19.19,23.43,10.76
1991-07-04,63.94,23.4,23.49,30.15,16.08
1991-07-05,67.12,22.59,23.01,30.05,16.19
1991-07-06,69.81,18.36,19.16,23.13,13.87
1991-07-07,77.06,18.36,18.64,23.03,14.26
1991-07-08,81.69,19.15,19.52,24.1,14.85
1991-07-09,64.62,18.41,19.92,24.61,12.42
1991-07-10,55.69,21.96,22.38,30.32,12.84
1991-07-11,71.38,21.45,22.6,28.6,14.61
1991-07-12,68.06,18.99,20.25,25.02,11.23
1991-07-13,75.06,19.27,20.1,23.94,15.38
1991-07-14,69.25,18.76,20.24,24.37,13.3
1991-07-15,66.25,18.56,20.09,24.94,13.06
1991-07-16,67.94,18.38,19.87,24.26,12.9
1991-07-17,67.94,19.26,20.67,25.4,13.15
1991-07-18,76.81,19.94,20.92,25.19,14.89
1991-07-19,70.56,18.37,19.81,24.96,12.67
1991-07-20,65.38,18.3,20.2,24.83,12.59
1991-07-21,65.94,19.04,20.89,26.44,10.83
1991-07-22,52.19,22.85,23.8,31.11,12.5
1991-07-23,57.75,21.93,22.69,29.55,16.08
1991-07-24,69.56,17.17,18.04,21.55,12.81
1991-07-25,73.5,17.33,18.16,22.27,13.3
1991-07-26,69.69,19.68,21.16,25.65,14.31
1991-07-27,60.44,20.91,22.82,28.44,12.85
1991-07-28,44.88,23.01,23.91,30.63,14.57
1991-07-29,55.62,21.31,21.94,30.64,15.37
1991-07-30,67.62,18.7,19.25,22.83,14.74
1991-07-31,74.5,19.12,20.09,24.25,14.44
1991-08-01,72.06,19.26,20.56,25.8,12.87
1991-08-02,61.88,20.87,22.8,27.84,14.08
1991-08-03,66.5,22.04,23.57,27.8,16.62
1991-08-04,64.88,23.51,25.44,30.15,16.52
1991-08-05,58.81,23.44,24.28,30.05,16.93
1991-08-06,65.75,22.65,23.88,29.72,15.32
1991-08-07,72.38,19.26,20.45,24.19,14.63
1991-08-08,71.44,17.71,18.54,22.83,13.4
1991-08-09,62.56,19.17,20.39,26.51,12.39
1991-08-10,62.5,21.9,23.42,30.06,14.69
1991-08-11,57.12,21.83,23.4,30.48,14.31
1991-08-12,63.81,22.17,24.01,29.44,15.57
1991-08-13,58.44,21.79,23.58,29.33,14.16
1991-08-14,56.94,22.94,24.58,31.56,15.06
1991-08-15,58.81,21.62,23.15,29.26,14.62
1991-08-16,63.38,20.48,21.9,28.44,13.78
1991-08-17,68.38,19.37,21.04,27.11,11.61
1991-08-18,61.62,18.02,19.4,24.78,11.99
1991-08-19,57.25,18.62,20.26,27.83,9.69
1991-08-20,55.94,20.76,22.34,29.42,11.92
1991-08-21,56,22.94,23.5,33.29,14.48
1991-08-22,74.12,18.3,18.41,22.37,14.17
1991-08-23,65.38,17.85,18.34,22.76,13.77
1991-08-24,69.19,19.54,20.84,26.12,13.1
1991-08-25,57.31,22.05,22.87,30.02,14.38
1991-08-26,50.75,23.05,23.83,30.79,15.68
1991-08-27,50.56,22.87,23.5,30.75,15.9
1991-08-28,53.19,23.09,23.76,31.49,15.3
1991-08-29,49.44,22.07,22.76,28.93,15.6
1991-08-30,34.44,22.23,22.64,30.44,14.66
1991-08-31,54.75,21.33,22.11,29.73,14.26
1991-09-01,87.38,18.03,18.01,21.27,15.78
1991-09-02,75.12,19.73,20.44,24.26,15.8
1991-09-03,65.25,21.73,22.14,27.88,15.16
1991-09-04,54.94,23.94,24.22,29.77,18.52
1991-09-05,47.25,23.39,23.83,30.27,18.3
1991-09-06,59.19,20.23,20.99,27.81,13.32
1991-09-07,59.31,17.17,18,23.94,10.79
1991-09-08,57.88,18.03,18.58,26.09,10.23
1991-09-09,50.25,20.11,20.58,28.37,11.59
1991-09-10,56,21.51,22.39,29.35,15.48
1991-09-11,71.06,19.92,20.79,25.83,15.75
1991-09-12,67.69,20.51,21.02,25.73,15.22
1991-09-13,59.75,20.65,21.55,27.65,13.97
1991-09-14,69.31,20.76,21.45,27.8,14.91
1991-09-15,74.5,20.45,20.94,26.39,15.98
1991-09-16,75.94,21.24,21.9,27.62,15.9
1991-09-17,65.81,18.82,19.49,25.26,13.15
1991-09-18,70.31,19.25,19.81,26.8,12.32
1991-09-19,63.75,17.93,18.88,24.09,13.26
1991-09-20,61.5,18.69,19.68,26.45,9.93
1991-09-21,64.12,20.98,21.56,29.52,14.54
1991-09-22,73.12,17.46,17.7,22.05,13.8
1991-09-23,73.19,18.37,18.72,23.4,13.28
1991-09-24,78.44,18.98,19.38,23.99,16.12
1991-09-25,76.62,16.48,16.56,20.51,12.26
1991-09-26,76.19,13.1,13.36,18.05,9.43
1991-09-27,76.31,12.75,13.05,17.21,8.07
1991-09-28,89.94,14.44,14.02,16.65,11.73
1991-09-29,87.38,14.01,13.7,17.69,11.89
1991-09-30,78.88,13.12,13.19,16.91,10.73
1991-10-01,74.31,14.51,14.71,17.94,12.15
1991-10-02,74,13.55,13.88,18.95,8.26
1991-10-03,82.5,15.06,15.3,21.87,8.76
1991-10-04,81,14.76,15.04,18.74,11.08
1991-10-05,78.62,12.65,12.41,16.64,10.54
1991-10-06,69.31,10.98,11.01,15.76,6.65
1991-10-07,75.75,10.37,10.29,16.53,5.3
1991-10-08,90.38,10.67,10.65,14.42,7.97
1991-10-09,83.81,11.42,11.53,16.09,7.98
1991-10-10,88.25,15.48,15.29,19.73,11.42
1991-10-11,84,15.15,15.02,18.64,12.35
1991-10-12,83.12,13.69,13.58,17.45,10.99
1991-10-13,88.25,12.91,12.66,17.3,10.5
1991-10-14,89.69,13.23,13.01,17.14,10.73
1991-10-15,87.06,13.08,13,18.17,9.41
1991-10-16,93.31,12.73,12.37,16.37,8.95
1991-10-17,77.12,10.96,10.71,14.42,8.03
1991-10-18,79.06,8.48,8.34,13.16,5.5
1991-10-19,80.62,6.8,6.51,9.43,4.83
1991-10-20,84.38,7.13,6.86,10.09,4.55
1991-10-21,84.06,7.2,7.01,12.4,3.24
1991-10-22,83.25,7.07,7.05,13.05,2.38
1991-10-23,82.19,8.85,9.02,14.05,4.13
1991-10-24,78.25,9.85,9.98,13.92,6.4
1991-10-25,74.69,9.55,9.55,14.18,6.51
1991-10-26,79.31,9,9.2,14.33,5.2
1991-10-27,94.5,8.65,8.44,10.79,6.42
1991-10-28,90.69,11.08,10.83,15.18,7.88
1991-10-29,91.75,11.19,10.9,14.29,7.01
1991-10-30,84.31,10.51,10.21,14.13,7.21
1991-10-31,88.19,12.47,12.19,15.1,9.36
1991-11-01,90.06,14.76,14.48,18.52,12.73
1991-11-02,86.88,12.5,12.17,15.3,9.65
1991-11-03,86.81,10.84,10.39,13.31,5.73
1991-11-04,80.31,8.74,8.35,10.49,6.17
1991-11-05,86.31,6.91,6.52,9.23,2.9
1991-11-06,85.25,6.41,6.01,11.19,2
1991-11-07,92.38,9.61,9.25,12.53,7
1991-11-08,92.12,10.5,10.15,14.75,7.78
1991-11-09,82.5,7.3,6.94,11.08,4.84
1991-11-10,82.12,7.29,7.15,10.91,3.77
1991-11-11,89.56,9.62,9.19,12.48,5.33
1991-11-12,92.69,8.02,7.74,13.29,5.52
1991-11-13,84.75,7.11,6.62,8.77,6.36
1991-11-14,86.62,7.8,7.31,11.27,5.18
1991-11-15,90.06,6.58,6.23,10.15,4.55
1991-11-16,92.06,6.14,5.69,9.84,3.71
1991-11-17,95.81,5.63,5.16,11.3,0.69
1991-11-18,91.69,9.55,9.06,12.79,5.8
1991-11-19,91.38,6.5,6.12,9.05,3.99
1991-11-20,74.88,6.41,6,8.26,5.12
1991-11-21,82.56,4.3,3.81,8.26,1.91
1991-11-22,93.5,5.83,5.38,8.98,3.28
1991-11-23,94,6.38,6.12,9.37,4.05
1991-11-24,87.44,3.63,3.61,6.95,0.52
1991-11-25,91.5,6.33,6.2,9.98,1.2
1991-11-26,97.88,7.84,7.11,10.98,4.68
1991-11-27,96.81,6.8,6.57,11.68,4.83
1991-11-28,96.19,6.52,6.46,10.03,4.84
1991-11-29,94.94,6.15,6.26,9.57,4.88
1991-11-30,97.25,7.58,7.33,9.62,5.26
1991-12-01,90.25,6.72,6.35,11.31,2.67
1991-12-02,86.75,4.54,4.39,8.15,0.84
1991-12-03,89.75,0.36,0.15,5.02,-3.13
1991-12-04,91.31,0.15,0.16,3.4,-1.79
1991-12-05,92.38,-0.12,-0.31,4.8,-3.81
1991-12-06,84.94,0.41,0.13,5.25,-2.74
1991-12-07,82.38,-0.71,-1.13,4.89,-3.6
1991-12-08,90.81,-0.6,-0.92,4.66,-2.6
1991-12-09,90.25,-0.67,-0.93,4.5,-2.94
1991-12-10,91.81,-1.99,-2.12,2.94,-4.3
1991-12-11,93.38,-0.67,-0.93,3.73,-2.97
1991-12-12,95.69,-0.25,-0.53,3.71,-1.74
1991-12-13,93,-0.31,-0.61,5.53,-2.87
1991-12-14,93.69,0.43,0.28,5.58,-2.31
1991-12-15,95.75,3.07,2.85,7.27,-0.42
1991-12-16,98.19,8.61,8.02,12.57,5.44
1991-12-17,95.81,10.29,9.82,12.83,8.4
1991-12-18,87.81,8.76,8.22,10.98,6.57
1991-12-19,92.94,10.08,9.59,12.83,6.59
1991-12-20,78.12,6.73,6.18,8.89,5.33
1991-12-21,90.75,9.94,9.48,12.53,6.93
1991-12-22,94.12,10.7,10.21,13.81,9.3
1991-12-23,91,8.8,8.23,12.18,4.5
1991-12-24,87.12,3.78,3.02,8.23,0.3
1991-12-25,92.19,0.83,-0.79,5.8,-1.66
1991-12-26,95.75,2.36,1.54,6.63,-1.27
1991-12-27,96.5,4.86,4.09,7.15,1.16
1991-12-28,94.69,2.12,1.54,6.63,-1.04
1991-12-29,91.75,0.61,0.17,6.65,-2.07
1991-12-30,93.31,0.55,0.2,6.53,-2.5
1991-12-31,92.94,1.76,1.08,4.86,-0.32
1992-01-01,97.75,1.48,1.39,3.3,-0.96
1992-01-02,93.75,1.2,1.27,3.8,-1.94
1992-01-03,93.44,6.83,6.26,10.51,3.46
1992-01-04,96.56,8.9,8.32,13.3,6.34
1992-01-05,96.25,8.55,8.03,12.43,5.91
1992-01-06,92.44,4.55,4.53,8.55,1.55
1992-01-07,94.19,5.04,5.04,8.19,2.91
1992-01-08,94.94,9.11,8.69,10.73,6.98
1992-01-09,93.81,7.22,6.73,9.64,5.76
1992-01-10,91.25,5.8,5.52,7.01,3.76
1992-01-11,93.62,3.17,3.01,5.69,1.51
1992-01-12,94.44,2.27,2.2,7.08,0.44
1992-01-13,88.31,1.78,1.68,6.58,-0.66
1992-01-14,87.44,0.85,0.73,5.26,-1.92
