"Date","RH2M","T2M","TS","T2M_MAX","T2M_MIN"
2010-09-30,86.38,12.37,12.15,17.06,8.15
2010-10-01,94.31,14.9,14.52,17.05,12.44
2010-10-02,92.31,16.2,15.73,19.12,14.14
2010-10-03,94.5,15.48,15.12,17.68,13.23
2010-10-04,91.81,14,13.75,17.17,9.47
2010-10-05,95.25,15.72,15.44,18.12,11.94
2010-10-06,82,14.6,13.67,18.14,9.87
2010-10-07,89.31,14.94,14.59,19.97,9.19
2010-10-08,85,17.87,17.66,23.72,13.68
2010-10-09,85.06,18.31,17.92,24.14,13.76
2010-10-10,82.62,17.24,17.11,22.49,11.09
2010-10-11,72.25,12.44,12.21,18.76,7.6
2010-10-12,78.44,11.25,11.19,18.93,6.39
2010-10-13,79.62,10.44,10.55,16.59,5.74
2010-10-14,83.12,12.16,12.22,16.12,8.87
2010-10-15,82.81,11.76,11.92,15.64,9.18
2010-10-16,82.5,10.51,10.51,14.62,7.08
2010-10-17,81.31,7.85,7.7,13.38,3.58
2010-10-18,86.25,9.36,8.9,13.78,3.84
2010-10-19,85.62,11.15,10.97,14.54,7.63
2010-10-20,76.69,8.07,7.8,13.56,3.21
2010-10-21,69.75,6.23,5.85,11.47,1.19
2010-10-22,73.56,7.65,7.59,13.73,3.63
2010-10-23,86.88,10.14,9.62,14.9,5.62
2010-10-24,86,8.3,8.26,12.79,4.41
2010-10-25,80.62,6.23,5.92,12.31,1.59
2010-10-26,84.62,6.08,5.74,12.12,-0.49
2010-10-27,87,10.87,10.49,15.35,6.72
2010-10-28,92.62,10.49,9.9,14.85,6.49
2010-10-29,91.19,11,10.7,16.44,6.39
2010-10-30,87.62,10.8,10.39,14.62,7.88
2010-10-31,90.62,10.97,10.76,15.66,8.33
2010-11-01,89.38,10.43,9.85,15.12,6.84
2010-11-02,93.38,11.92,11.46,15.98,6.97
2010-11-03,93.5,14.2,13.94,18.08,11.58
2010-11-04,90.56,13.45,13.19,17.71,11.11
2010-11-05,84.19,13.49,13.38,17.23,11.19
2010-11-06,95,10.97,10.58,13.41,7.34
2010-11-07,87.75,6.37,5.9,8.45,3.93
2010-11-08,89,8.31,8.05,10.96,4.3
2010-11-09,94.44,9.08,8.72,10.57,8.12
2010-11-10,83,6.19,5.44,9.3,1.35
2010-11-11,93.44,10.94,10.39,14.68,3.69
2010-11-12,93.75,13.02,12.57,15.04,10.66
2010-11-13,94.38,14.12,13.72,14.94,12.98
2010-11-14,90.69,9.08,8.44,12.81,5.12
2010-11-15,91.38,6.83,6.21,11.63,3.3
2010-11-16,93.81,5.62,5.55,9.88,2.9
2010-11-17,95,4.76,4.37,6.58,4.08
2010-11-18,94.19,7.26,6.65,11.42,4.4
2010-11-19,96.88,8.05,7.55,11.69,4.49
2010-11-20,93.81,7.86,7.69,10.91,5.86
2010-11-21,93.25,6.65,6.45,8.9,5.05
2010-11-22,92.5,6.33,5.98,9.24,3.39
2010-11-23,93.38,4.93,4.51,8.32,2.62
2010-11-24,95.44,4.17,3.83,8.09,2
2010-11-25,90.38,2.55,2.14,4.74,-0.21
2010-11-26,93.62,0.03,-0.47,2.24,-1.4
2010-11-27,95.06,-0.12,-0.19,2.8,-1.81
2010-11-28,93.94,-1.3,-1.85,2.14,-3.85
2010-11-29,89.75,-2.01,-2.82,2.73,-4.07
2010-11-30,89,-2.68,-2.93,2.05,-4.85
2010-12-01,91.12,-2.51,-2.67,-0.2,-4.24
2010-12-02,97,-1.67,-2.09,1.12,-3.14
2010-12-03,90.56,-0.74,-1.78,2.58,-2.52
2010-12-04,95.56,4.06,3.19,6.11,0.07
2010-12-05,98.62,1.99,1.65,3.75,0.8
2010-12-06,95.44,0.73,0.55,3.25,-1.19
2010-12-07,96,-0.28,-0.37,1.56,-1.52
2010-12-08,94.5,1.32,0.83,3.18,-0.17
2010-12-09,89.25,-0.42,-2.14,4.41,-3.56
2010-12-10,93.19,2.19,-0.27,6.87,-1.25
2010-12-11,96.25,2.62,0.62,7.83,-1.12
2010-12-12,96.19,2.2,1.46,5.59,-0.99
2010-12-13,89.56,-1.37,-1.63,2.34,-5.24
2010-12-14,96.81,-0.39,-1.14,5.44,-5.25
2010-12-15,92.69,-0.9,-1.83,3.37,-3.61
2010-12-16,98.12,2.72,2.12,4.9,0.49
2010-12-17,93.12,-0.14,-0.69,2.43,-2.65
2010-12-18,96.81,0.73,0.36,3.43,-1.24
2010-12-19,95.69,2.8,2.07,7.21,-0.91
2010-12-20,96.19,3.9,3.12,8.23,0.98
2010-12-21,97.38,2.51,1.99,5.4,0.76
2010-12-22,95.19,1.23,1.02,3.08,-0.35
2010-12-23,91.44,2.15,1.72,3.37,1.65
2010-12-24,87.75,1.09,0.58,3.3,-1.79
2010-12-25,92.81,-1.36,-2.22,3.26,-3.64
2010-12-26,94,-2.13,-2.28,0.51,-3.48
2010-12-27,86.88,-0.82,-0.9,1.01,-2.77
2010-12-28,99.75,5.76,4.72,8.66,1.29
2010-12-29,95.94,4.48,4.23,6.27,3.2
2010-12-30,96.5,3.35,3.41,5.24,2.39
2010-12-31,94.31,2.91,2.94,4.6,1.15
2011-01-01,93.75,1.06,1.08,3.91,-1.24
2011-01-02,94.5,1.68,1.01,5.37,-2.22
2011-01-03,91.5,-1.12,-1.52,2.12,-2.74
2011-01-04,93.19,-0.06,-0.41,3.4,-2.76
2011-01-05,96,3.62,3.15,8.58,-2.7
2011-01-06,96.69,10.44,9.87,12.51,9.24
2011-01-07,93.12,10.01,9.43,13.56,7.96
2011-01-08,91.44,8.54,8.05,11.08,3.98
2011-01-09,92.81,3.34,2.44,8.28,0.12
2011-01-10,95.38,4.45,4.3,8.17,0.01
2011-01-11,92.56,7.26,6.78,9.35,2.78
2011-01-12,97.19,9.48,9.11,12.73,4.4
2011-01-13,95.81,10.69,10.25,13.53,9.08
2011-01-14,96.19,9.28,8.77,11.29,6.95
2011-01-15,94.31,9.09,8.76,11.67,6.8
2011-01-16,93.81,8.74,8.63,11.72,5.5
2011-01-17,93.44,9.59,9.23,12.98,7.12
2011-01-18,92.19,5.13,4.62,8.01,0
2011-01-19,90.56,2.02,1.92,7.46,-1.25
2011-01-20,93.44,2.89,2.82,7.07,0.28
2011-01-21,89.06,1.49,1.29,5.97,-1.16
2011-01-22,89.5,2.66,2.62,6.53,-0.48
2011-01-23,90.62,4.26,4.01,6.85,2.26
2011-01-24,92.25,4.51,4.12,7.65,1.16
2011-01-25,93.5,4.01,3.71,8.18,1.27
2011-01-26,94.56,5.44,5.19,7.62,3.53
2011-01-27,88.12,2.59,2.44,5.75,-0.32
2011-01-28,85.56,-0.67,-0.74,2.3,-3.29
2011-01-29,87.88,-0.45,-0.55,4.59,-2.82
2011-01-30,85.44,-1.63,-1.82,3.07,-4.42
2011-01-31,88.62,-1.42,-1.88,3.71,-4.62
2011-02-01,94.75,1.12,0.94,3.66,-1.59
2011-02-02,98.88,5.76,5.15,8.59,2.53
2011-02-03,92.94,7.27,7.11,10.97,4.74
2011-02-04,90,8.84,8.47,11.58,6.93
2011-02-05,89.88,9.58,9.37,13.04,7.9
2011-02-06,91.44,7.87,7.82,11.17,5.62
2011-02-07,93,8.49,8.4,12.61,5.8
2011-02-08,95.75,8.23,7.65,12.07,5.52
2011-02-09,92.44,6.97,6.9,11.08,5.04
2011-02-10,97.06,8.9,8.51,11.85,6.15
2011-02-11,90.5,9.86,9.67,14.72,7.26
2011-02-12,90.06,7.29,7.14,10.13,4.55
2011-02-13,95.38,6.49,6.28,9.3,4.8
2011-02-14,90.44,4.98,4.84,8.48,2.02
2011-02-15,89,6.6,6.24,10.33,4.04
2011-02-16,86,6.97,6.79,10.8,4.87
2011-02-17,84.25,7.23,6.34,13.24,3.12
2011-02-18,92.94,6.26,6.08,10.4,2.98
2011-02-19,89.81,8.82,8.62,12.98,4.8
2011-02-20,94.94,5.83,5.97,9.81,3.87
2011-02-21,96,6.57,6.38,9.8,4.83
2011-02-22,92.44,7.05,6.77,9.44,4.52
2011-02-23,97.31,8.21,7.94,11.56,4.87
2011-02-24,92.75,9.83,9.45,14.37,5.58
2011-02-25,93.94,8.7,8.51,12.31,5.4
2011-02-26,87.19,8.82,8.61,12.51,3.89
2011-02-27,84.69,6.19,6.13,9.58,3.99
2011-02-28,85.31,4.53,4.66,8.69,1.25
2011-03-01,86.56,4.13,4.18,8.54,1.16
2011-03-02,80.56,4.34,4.4,9.53,1.33
2011-03-03,77.62,3.73,3.76,9.68,0.36
2011-03-04,82.69,3.3,3.33,10.65,-1.57
2011-03-05,83.25,4.17,4.42,11.53,-0.11
2011-03-06,81.06,3.48,3.57,10.98,-0.98
2011-03-07,79.56,2.7,2.75,10.78,-2.71
2011-03-08,87.75,5.62,5.26,14.6,-1.92
2011-03-09,88.06,6.76,6.9,12.59,2.35
2011-03-10,87.62,6.94,7.03,12.65,1.83
2011-03-11,87.81,8.15,8.21,13.2,4.09
2011-03-12,93,7.7,7.48,11.39,3.72
2011-03-13,91.25,7.75,7.79,11.69,2.43
2011-03-14,88.19,8.88,8.83,15.21,2.15
2011-03-15,88.5,10.96,10.76,16.83,7.27
2011-03-16,87.25,9.51,9.54,15.11,6.98
2011-03-17,86.44,8.1,8.04,11.56,4.8
2011-03-18,90.69,9.48,9.45,14.11,5.37
2011-03-19,76.88,6.14,6.31,12.01,1.76
2011-03-20,82.12,6.34,6.4,12.52,2.04
2011-03-21,74.44,6.69,6.58,15.04,-0.7
2011-03-22,73.75,7.47,7.26,15.78,0.43
2011-03-23,77.81,8.73,8.55,17.44,1.04
2011-03-24,76.88,10.65,9.76,18.39,3.6
2011-03-25,78.38,11.64,10.64,18.3,7.06
2011-03-26,83.69,11.57,11.06,17.06,6.62
2011-03-27,91.44,10.93,10.48,15.33,8.07
2011-03-28,88.69,10.91,10.76,15.92,6.5
2011-03-29,91.81,9.8,9.8,14.11,6.56
2011-03-30,93.06,10.21,10.19,12.79,6.75
2011-03-31,90.5,13,13.02,17.87,9.78
2011-04-01,86.12,13.81,13.88,19.83,9.08
2011-04-02,85.62,12.72,12.8,17,8.86
2011-04-03,85.75,9.95,10.05,14.32,5.76
2011-04-04,80.94,8.65,9.19,14.19,5.16
2011-04-05,79,11.15,11.15,17.4,5.23
2011-04-06,71.94,14.26,12.69,21.43,7.44
2011-04-07,78.5,13.58,12.87,21.75,6.56
2011-04-08,80.81,14.3,14.41,22.48,6.81
2011-04-09,80.12,15.1,14.71,22,8.3
2011-04-10,82.56,15.28,15.31,22.08,9.57
2011-04-11,81.94,11.74,12.41,18.1,7.67
2011-04-12,73.56,8.64,9.15,13.9,3.08
2011-04-13,74,6.83,6.37,11.76,1.05
2011-04-14,69.5,9.33,9.61,16.12,2.03
2011-04-15,71.56,11.02,10.97,16.56,4.88
2011-04-16,75.44,11.52,12.05,17.36,5.55
2011-04-17,72.88,11.27,11.42,18.05,4.54
2011-04-18,77.25,12.62,12.59,21.04,4.85
2011-04-19,76.38,14.83,14.62,22.55,6.94
2011-04-20,70.5,15.51,15.29,22.35,9.38
2011-04-21,77.5,15.67,15.89,21.86,10.12
2011-04-22,72.56,15.83,15.5,21.67,9.7
2011-04-23,75.56,16.03,16.12,22.58,10.12
2011-04-24,81.94,14.65,15.06,21.51,8.9
2011-04-25,76.38,15.32,15.4,22.82,9.57
2011-04-26,74.88,14.51,14.88,21.7,8.66
2011-04-27,71.75,13.26,13.68,19.91,7.27
2011-04-28,76.5,11.12,11.98,17.8,5.68
2011-04-29,81.31,11.78,12.4,16.17,8.2
2011-04-30,78,13.62,13.82,19.32,7.19
2011-05-01,89.5,13.39,13.38,17.04,10.44
2011-05-02,86.38,15.08,15.24,19.55,10.07
2011-05-03,81.81,12.07,12.41,15.61,9.08
2011-05-04,77.88,13.48,13.43,18.14,7.91
2011-05-05,74.31,14.83,13.95,19.81,8.55
2011-05-06,75.56,16.75,16.36,23.29,10.24
2011-05-07,84.38,16.19,15.97,20.3,13.07
2011-05-08,80.12,13.91,14.02,18.15,9.37
2011-05-09,80.62,13.87,13.98,18.52,8.72
2011-05-10,76.94,12.85,12.9,18.26,7.19
2011-05-11,75.94,13.53,14.33,20.2,7.18
2011-05-12,75,12.35,13.15,17.78,6.76
2011-05-13,73.19,12.15,13.08,18.87,5.09
2011-05-14,71.81,12.15,12.97,16.79,8.32
2011-05-15,72.31,11.8,12.54,17.04,6.8
2011-05-16,77.94,13.47,14.39,19.88,8.6
2011-05-17,77.31,14.08,15.11,20.47,9.01
2011-05-18,74.88,15.35,16.2,22.37,8.08
2011-05-19,74.69,14.62,15.75,20.38,10.46
2011-05-20,71.88,13.09,13.58,16.45,8.3
2011-05-21,71.81,14.8,15.37,21.37,6.51
2011-05-22,72.19,14.1,14.59,19.7,9.44
2011-05-23,71.19,14.62,15.11,21.66,6.71
2011-05-24,65.5,13.19,14.24,18.48,7.69
2011-05-25,67.06,14.8,15.3,22.98,5.73
2011-05-26,72.88,12.91,13.38,16.9,8.93
2011-05-27,69.38,11.71,12.7,17.25,6.17
2011-05-28,70.62,12.68,13.69,19.61,4.5
2011-05-29,75.31,15.3,16.15,22.21,7.83
2011-05-30,74.69,15.39,15.97,22.49,9.23
2011-05-31,67.06,11.81,12.74,16.38,7.32
2011-06-01,70.88,12.98,13.97,19.01,5.94
2011-06-02,64.62,15.93,16.44,22.51,8.94
2011-06-03,65.75,18.68,19.11,25.64,10.77
2011-06-04,75.19,19.33,19.87,25.35,13.7
2011-06-05,89,16.62,17.01,20.48,13.16
2011-06-06,83.69,14.62,15.27,19.04,10.75
2011-06-07,67.12,13.87,14.95,19.83,8.19
2011-06-08,68.62,12.82,13.59,18.14,6.6
2011-06-09,70.5,12.79,14.14,17.95,6.18
2011-06-10,72.31,12.76,13.58,17.37,8.35
2011-06-11,66.31,12.49,13.4,18.08,6.44
2011-06-12,85.31,13.22,13.09,15.96,8.4
2011-06-13,83.31,17.85,18.19,21.91,14.1
2011-06-14,83,17.33,17.56,21.6,13.44
2011-06-15,82.31,17.15,17.56,21.48,13.25
2011-06-16,72.81,15.45,16.1,19.32,10.94
2011-06-17,84.81,13.88,13.72,16.84,10.46
2011-06-18,76.81,13.59,13.88,17.25,10.16
2011-06-19,79.44,14.26,14.95,19.02,8.91
2011-06-20,85.44,17.3,17.55,20.76,14.67
2011-06-21,79.75,17.26,17.75,21.91,12.76
2011-06-22,77.38,15.28,15.83,19.51,10.64
2011-06-23,72.38,13.92,14.81,19.05,8.59
2011-06-24,69.19,14.69,15.9,20.94,7.85
2011-06-25,75.88,19.28,20.28,26.44,10.66
2011-06-26,67.75,23.33,23.12,30.35,14.98
2011-06-27,67.94,23.37,23.36,31.05,16.46
2011-06-28,75.06,17.13,17.87,20.98,10.98
2011-06-29,65.25,14.43,15.57,19.94,9.03
2011-06-30,69.62,14.23,15.48,20.29,8.13
2011-07-01,65.75,16.34,17.53,22.76,8.36
2011-07-02,58.75,17.96,19.11,24.63,9.83
2011-07-03,55,18.22,18.94,24.66,11.39
2011-07-04,57.88,19.6,20.22,25.97,10.87
2011-07-05,68.56,17.88,17.69,23.03,13.41
2011-07-06,68.62,16.12,16.77,20.19,12.31
2011-07-07,78.94,15.51,15.83,19.69,12.57
2011-07-08,81.56,16.03,16.28,20.04,11.85
2011-07-09,75.12,16.67,17.44,21.31,11.06
2011-07-10,69.31,16.93,18.05,22.29,11.89
2011-07-11,68.12,17.26,18.19,23.07,9.78
2011-07-12,86.31,16.76,17.22,21.28,14.26
2011-07-13,70.5,16.54,17.44,21.23,11.21
2011-07-14,66.56,16.76,17.63,23.8,10.06
2011-07-15,75,15.98,16.38,20.38,9.56
2011-07-16,87.5,16.71,16.68,20.39,11.53
2011-07-17,78.75,14.5,14.7,18.62,11.01
2011-07-18,79.75,13.75,14.04,17.12,9.93
2011-07-19,79.25,14.78,15.4,20.31,9.33
2011-07-20,86.69,15.18,15.31,21.2,9.99
2011-07-21,80.19,15.92,16.5,20.31,11.1
2011-07-22,77.81,15.44,16.07,20.16,9.58
2011-07-23,73.12,14.27,14.96,19.55,9.3
2011-07-24,83.75,15,15.35,20.04,7.96
2011-07-25,81.69,18.3,19.06,23.48,14.4
2011-07-26,76,18.07,18.58,22.53,13.69
2011-07-27,75,17.19,17.88,22.44,11.03
2011-07-28,74.62,18.14,18.71,23.53,11.33
2011-07-29,70.62,18.83,19.74,24.94,12.09
2011-07-30,65.75,19.52,20.62,25.87,11.87
2011-07-31,64.69,19.94,20.57,26.58,13.34
2011-08-01,63.5,20.3,20.64,26.65,13.47
